App Name,No.,Time,Source,Destination,Protocol,Length
Facebook,1,0.000000,172.30.1.1,172.30.1.250,TCP,108
Facebook,2,0.010579,172.30.1.1,172.30.1.250,TCP,108
Facebook,3,0.015611,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,4,0.016681,172.30.1.1,172.30.1.250,TCP,108
Facebook,5,0.017272,172.30.1.1,172.30.1.250,QUIC,144
Facebook,6,0.017649,172.30.1.1,172.30.1.250,DNS,116
Facebook,7,0.018421,172.30.1.1,172.30.1.250,DNS,112
Facebook,8,0.022733,172.30.1.1,172.30.1.250,TCP,108
Facebook,9,0.030985,172.30.1.1,172.30.1.250,DNS,124
Facebook,10,0.078784,172.30.1.250,172.30.1.1,TCP,96
Facebook,11,0.079056,172.30.1.1,172.30.1.250,TCP,88
Facebook,12,0.079820,172.30.1.1,172.30.1.250,TLSv1.3,468
Facebook,13,0.079997,172.30.1.250,172.30.1.1,TCP,88
Facebook,14,0.080737,172.30.1.1,172.30.1.250,TLSv1.3,1096
Facebook,15,0.080781,172.30.1.1,172.30.1.250,TLSv1.3,212
Facebook,16,0.080872,172.30.1.250,172.30.1.1,TCP,88
Facebook,17,0.084974,172.30.1.250,172.30.1.1,DNS,156
Facebook,18,0.093714,172.30.1.250,172.30.1.1,QUIC,1308
Facebook,19,0.093833,172.30.1.250,172.30.1.1,TCP,96
Facebook,20,0.093965,172.30.1.250,172.30.1.1,DNS,152
Facebook,21,0.094418,172.30.1.250,172.30.1.1,TCP,96
Facebook,22,0.094520,172.30.1.250,172.30.1.1,DNS,172
Facebook,23,0.094685,172.30.1.1,172.30.1.250,TCP,88
Facebook,24,0.094705,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,25,0.094792,172.30.1.1,172.30.1.250,TCP,88
Facebook,26,0.094807,172.30.1.1,172.30.1.250,TLSv1.2,500
Facebook,27,0.094922,172.30.1.1,172.30.1.250,TLSv1.3,512
Facebook,28,0.094987,172.30.1.250,172.30.1.1,QUIC,272
Facebook,29,0.095115,172.30.1.250,172.30.1.1,TCP,88
Facebook,30,0.095207,172.30.1.250,172.30.1.1,TCP,88
Facebook,31,0.095256,172.30.1.250,172.30.1.1,QUIC,124
Facebook,32,0.095301,172.30.1.250,172.30.1.1,QUIC,156
Facebook,33,0.097799,172.30.1.1,172.30.1.250,TLSv1.2,96
Facebook,34,0.097935,172.30.1.250,172.30.1.1,TCP,88
Facebook,35,0.098560,172.30.1.1,172.30.1.250,TCP,88
Facebook,36,0.098654,172.30.1.250,172.30.1.1,TCP,88
Facebook,37,0.100206,172.30.1.1,172.30.1.250,QUIC,160
Facebook,38,0.100312,172.30.1.1,172.30.1.250,QUIC,124
Facebook,39,0.101018,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,40,0.101377,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,41,0.102294,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,42,0.103022,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,43,0.103347,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,44,0.103790,172.30.1.1,172.30.1.250,QUIC,700
Facebook,45,0.105403,172.30.1.250,172.30.1.1,TCP,96
Facebook,46,0.105636,172.30.1.1,172.30.1.250,TCP,88
Facebook,47,0.110991,172.30.1.1,172.30.1.250,TCP,92
Facebook,48,0.111220,172.30.1.1,172.30.1.250,TCP,96
Facebook,49,0.111239,172.30.1.1,172.30.1.250,TCP,92
Facebook,50,0.111313,172.30.1.250,172.30.1.1,TCP,88
Facebook,51,0.113570,172.30.1.1,172.30.1.250,TLSv1.3,352
Facebook,52,0.113636,172.30.1.250,172.30.1.1,TCP,88
Facebook,53,0.114279,172.30.1.1,172.30.1.250,TLSv1.3,380
Facebook,54,0.114642,172.30.1.250,172.30.1.1,TCP,88
Facebook,55,0.114757,172.30.1.250,172.30.1.1,TLSv1.3,296
Facebook,56,0.114858,172.30.1.1,172.30.1.250,TCP,88
Facebook,57,0.115133,172.30.1.1,172.30.1.250,TLSv1.3,172
Facebook,58,0.115142,172.30.1.1,172.30.1.250,TCP,1832
Facebook,59,0.115193,172.30.1.250,172.30.1.1,TCP,88
Facebook,60,0.115258,172.30.1.250,172.30.1.1,TCP,88
Facebook,61,0.117119,172.30.1.1,172.30.1.250,TLSv1.3,476
Facebook,62,0.117207,172.30.1.250,172.30.1.1,TCP,88
Facebook,63,0.125155,172.30.1.1,172.30.1.250,TLSv1.3,356
Facebook,64,0.125297,172.30.1.250,172.30.1.1,TCP,88
Facebook,65,0.125864,172.30.1.1,172.30.1.250,TLSv1.3,352
Facebook,66,0.125911,172.30.1.250,172.30.1.1,TCP,88
Facebook,67,0.133245,172.30.1.1,172.30.1.250,TCP,108
Facebook,68,0.135767,172.30.1.250,172.30.1.1,QUIC,120
Facebook,69,0.135921,172.30.1.250,172.30.1.1,TCP,88
Facebook,70,0.136818,172.30.1.250,172.30.1.1,QUIC,188
Facebook,71,0.137163,172.30.1.250,172.30.1.1,QUIC,348
Facebook,72,0.137909,172.30.1.1,172.30.1.250,QUIC,124
Facebook,73,0.140190,172.30.1.250,172.30.1.1,TLSv1.3,264
Facebook,74,0.142854,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,75,0.142976,172.30.1.1,172.30.1.250,QUIC,380
Facebook,76,0.144470,172.30.1.1,172.30.1.250,QUIC,764
Facebook,77,0.144585,172.30.1.250,172.30.1.1,TLSv1.3,2488
Facebook,78,0.144889,172.30.1.1,172.30.1.250,TCP,88
Facebook,79,0.148302,172.30.1.1,172.30.1.250,TLSv1.3,164
Facebook,80,0.148371,172.30.1.250,172.30.1.1,TCP,88
Facebook,81,0.148780,172.30.1.1,172.30.1.250,TLSv1.3,1260
Facebook,82,0.148834,172.30.1.250,172.30.1.1,TCP,88
Facebook,83,0.149169,172.30.1.250,172.30.1.1,QUIC,828
Facebook,84,0.149667,172.30.1.1,172.30.1.250,QUIC,700
Facebook,85,0.150395,172.30.1.1,172.30.1.250,QUIC,124
Facebook,86,0.157936,172.30.1.1,172.30.1.250,QUIC,796
Facebook,87,0.159645,172.30.1.250,172.30.1.1,QUIC,572
Facebook,88,0.161461,172.30.1.1,172.30.1.250,QUIC,124
Facebook,89,0.163123,172.30.1.250,172.30.1.1,TCP,96
Facebook,90,0.163267,172.30.1.1,172.30.1.250,TCP,88
Facebook,91,0.165608,172.30.1.1,172.30.1.250,TLSv1.3,512
Facebook,92,0.166319,172.30.1.250,172.30.1.1,TCP,144
Facebook,93,0.166581,172.30.1.250,172.30.1.1,TCP,88
Facebook,94,0.166646,172.30.1.1,172.30.1.250,TCP,88
Facebook,95,0.173477,172.30.1.250,172.30.1.1,TCP,140
Facebook,96,0.173705,172.30.1.1,172.30.1.250,TCP,88
Facebook,97,0.175105,172.30.1.1,172.30.1.250,TCP,132
Facebook,98,0.175164,172.30.1.250,172.30.1.1,TCP,88
Facebook,99,0.176224,172.30.1.250,172.30.1.1,QUIC,124
Facebook,100,0.179511,172.30.1.250,172.30.1.1,QUIC,124
Facebook,101,0.179759,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,102,0.179806,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,103,0.179827,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,104,0.179853,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,105,0.179870,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,106,0.179934,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,107,0.179960,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,108,0.179980,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,109,0.179996,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,110,0.183002,172.30.1.250,172.30.1.1,TLSv1.3,112
Facebook,111,0.183190,172.30.1.1,172.30.1.250,TCP,88
Facebook,112,0.184245,172.30.1.1,172.30.1.250,TLSv1.3,124
Facebook,113,0.184348,172.30.1.250,172.30.1.1,TCP,88
Facebook,114,0.184411,172.30.1.1,172.30.1.250,TLSv1.3,124
Facebook,115,0.184455,172.30.1.250,172.30.1.1,TCP,88
Facebook,116,0.184628,172.30.1.1,172.30.1.250,TLSv1.3,120
Facebook,117,0.184636,172.30.1.1,172.30.1.250,TLSv1.3,120
Facebook,118,0.184649,172.30.1.250,172.30.1.1,TCP,88
Facebook,119,0.184676,172.30.1.1,172.30.1.250,TLSv1.3,136
Facebook,120,0.184680,172.30.1.1,172.30.1.250,TLSv1.3,140
Facebook,121,0.184684,172.30.1.1,172.30.1.250,TLSv1.3,132
Facebook,122,0.184692,172.30.1.250,172.30.1.1,TCP,88
Facebook,123,0.185664,172.30.1.1,172.30.1.250,TLSv1.3,128
Facebook,124,0.185680,172.30.1.1,172.30.1.250,TLSv1.3,120
Facebook,125,0.185689,172.30.1.1,172.30.1.250,TLSv1.3,120
Facebook,126,0.185715,172.30.1.250,172.30.1.1,TCP,88
Facebook,127,0.185943,172.30.1.250,172.30.1.1,TLSv1.3,112
Facebook,128,0.186293,172.30.1.250,172.30.1.1,TLSv1.3,620
Facebook,129,0.187111,172.30.1.1,172.30.1.250,TLSv1.3,124
Facebook,130,0.187270,172.30.1.250,172.30.1.1,TCP,88
Facebook,131,0.188611,172.30.1.250,172.30.1.1,QUIC,124
Facebook,132,0.188927,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,133,0.192167,172.30.1.1,172.30.1.250,TLSv1.3,4852
Facebook,134,0.192197,172.30.1.1,172.30.1.250,TLSv1.3,1004
Facebook,135,0.192209,172.30.1.250,172.30.1.1,QUIC,124
Facebook,136,0.192321,172.30.1.250,172.30.1.1,TCP,88
Facebook,137,0.195697,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,138,0.195741,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,139,0.195822,172.30.1.250,172.30.1.1,TCP,88
Facebook,140,0.195908,172.30.1.1,172.30.1.250,TCP,10048
Facebook,141,0.195938,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,142,0.195969,172.30.1.250,172.30.1.1,TCP,88
Facebook,143,0.196028,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,144,0.196055,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,145,0.196093,172.30.1.250,172.30.1.1,TCP,88
Facebook,146,0.196197,172.30.1.1,172.30.1.250,TLSv1.3,6312
Facebook,147,0.196224,172.30.1.250,172.30.1.1,TCP,88
Facebook,148,0.196533,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,149,0.196693,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,150,0.198431,172.30.1.250,172.30.1.1,QUIC,540
Facebook,151,0.201983,172.30.1.250,172.30.1.1,TLSv1.3,112
Facebook,152,0.202146,172.30.1.1,172.30.1.250,TCP,88
Facebook,153,0.204675,172.30.1.250,172.30.1.1,TLSv1.3,112
Facebook,154,0.217246,172.30.1.1,172.30.1.250,QUIC,112
Facebook,155,0.248197,172.30.1.1,172.30.1.250,TCP,88
Facebook,156,0.250493,172.30.1.250,172.30.1.1,TLSv1.3,268
Facebook,157,0.250663,172.30.1.250,172.30.1.1,QUIC,508
Facebook,158,0.250774,172.30.1.250,172.30.1.1,TLSv1.3,2488
Facebook,159,0.251075,172.30.1.1,172.30.1.250,TCP,88
Facebook,160,0.251088,172.30.1.1,172.30.1.250,TCP,88
Facebook,161,0.251101,172.30.1.250,172.30.1.1,QUIC,412
Facebook,162,0.251237,172.30.1.250,172.30.1.1,TLSv1.3,696
Facebook,163,0.251299,172.30.1.250,172.30.1.1,QUIC,124
Facebook,164,0.251341,172.30.1.250,172.30.1.1,QUIC,124
Facebook,165,0.251524,172.30.1.250,172.30.1.1,QUIC,636
Facebook,166,0.251573,172.30.1.250,172.30.1.1,QUIC,124
Facebook,167,0.256345,172.30.1.1,172.30.1.250,TLSv1.3,164
Facebook,168,0.256376,172.30.1.250,172.30.1.1,TLSv1.3,192
Facebook,169,0.256470,172.30.1.250,172.30.1.1,TCP,88
Facebook,170,0.256592,172.30.1.1,172.30.1.250,TCP,88
Facebook,171,0.258389,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,172,0.258469,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,173,0.258522,172.30.1.1,172.30.1.250,QUIC,1276
Facebook,174,0.258568,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,175,0.258621,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,176,0.258670,172.30.1.1,172.30.1.250,TCP,10048
Facebook,177,0.258731,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,178,0.258804,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,179,0.258860,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,180,0.258917,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,181,0.258970,172.30.1.1,172.30.1.250,TCP,10048
Facebook,182,0.259027,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,183,0.259082,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,184,0.259134,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,185,0.259189,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,186,0.259241,172.30.1.1,172.30.1.250,TCP,10048
Facebook,187,0.259299,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,188,0.259421,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,189,0.259501,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,190,0.259555,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,191,0.259634,172.30.1.250,172.30.1.1,TLSv1.3,424
Facebook,192,0.260948,172.30.1.250,172.30.1.1,TCP,88
Facebook,193,0.261191,172.30.1.1,172.30.1.250,TCP,88
Facebook,194,0.261207,172.30.1.1,172.30.1.250,TCP,10048
Facebook,195,0.261263,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,196,0.261311,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,197,0.261356,172.30.1.1,172.30.1.250,TCP,10048
Facebook,198,0.261415,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,199,0.261469,172.30.1.1,172.30.1.250,TCP,10048
Facebook,200,0.261631,172.30.1.250,172.30.1.1,TCP,88
Facebook,201,0.262638,172.30.1.250,172.30.1.1,TLSv1.3,304
Facebook,202,0.264214,172.30.1.1,172.30.1.250,QUIC,124
Facebook,203,0.264396,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,204,0.264434,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,205,0.264480,172.30.1.250,172.30.1.1,TCP,88
Facebook,206,0.264544,172.30.1.1,172.30.1.250,TCP,10048
Facebook,207,0.264578,172.30.1.250,172.30.1.1,TCP,88
Facebook,208,0.264639,172.30.1.1,172.30.1.250,TLSv1.3,4232
Facebook,209,0.264662,172.30.1.250,172.30.1.1,TCP,88
Facebook,210,0.264880,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,211,0.264911,172.30.1.1,172.30.1.250,TCP,10048
Facebook,212,0.264934,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,213,0.264983,172.30.1.250,172.30.1.1,TCP,88
Facebook,214,0.265037,172.30.1.1,172.30.1.250,TLSv1.3,10048
Facebook,215,0.265065,172.30.1.1,172.30.1.250,TLSv1.3,2316
Facebook,216,0.265083,172.30.1.250,172.30.1.1,TCP,88
Facebook,217,0.270466,172.30.1.1,172.30.1.250,TLSv1.3,172
Facebook,218,0.270527,172.30.1.250,172.30.1.1,TCP,88
Facebook,219,0.275050,172.30.1.1,172.30.1.250,QUIC,412
Facebook,220,0.275416,172.30.1.250,172.30.1.1,TLSv1.3,148
Facebook,221,0.276441,172.30.1.1,172.30.1.250,QUIC,508
Facebook,222,0.276522,172.30.1.1,172.30.1.250,TLSv1.3,140
Facebook,223,0.276557,172.30.1.250,172.30.1.1,TCP,88
Facebook,224,0.278511,172.30.1.250,172.30.1.1,TLSv1.3,168
Facebook,225,0.278881,172.30.1.1,172.30.1.250,TLSv1.3,140
Facebook,226,0.278919,172.30.1.250,172.30.1.1,TCP,88
Facebook,227,0.281249,172.30.1.1,172.30.1.250,QUIC,508
Facebook,228,0.281913,172.30.1.1,172.30.1.250,QUIC,508
Facebook,229,0.284968,172.30.1.250,172.30.1.1,TLSv1.3,304
Facebook,230,0.285459,172.30.1.1,172.30.1.250,TCP,88
Facebook,231,0.287922,172.30.1.250,172.30.1.1,TLSv1.3,140
Facebook,232,0.288085,172.30.1.1,172.30.1.250,TCP,88
Facebook,233,0.294415,172.30.1.250,172.30.1.1,TCP,184
Facebook,234,0.294520,172.30.1.250,172.30.1.1,TLSv1.3,340
Facebook,235,0.297667,172.30.1.250,172.30.1.1,QUIC,124
Facebook,236,0.297901,172.30.1.250,172.30.1.1,QUIC,124
Facebook,237,0.299229,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,238,0.299314,172.30.1.1,172.30.1.250,QUIC,252
Facebook,239,0.304403,172.30.1.250,172.30.1.1,QUIC,444
Facebook,240,0.304574,172.30.1.250,172.30.1.1,TLSv1.3,164
Facebook,241,0.305560,172.30.1.1,172.30.1.250,QUIC,124
Facebook,242,0.307149,172.30.1.250,172.30.1.1,QUIC,124
Facebook,243,0.307220,172.30.1.250,172.30.1.1,QUIC,124
Facebook,244,0.310359,172.30.1.250,172.30.1.1,TLSv1.3,192
Facebook,245,0.310483,172.30.1.1,172.30.1.250,TCP,88
Facebook,246,0.313781,172.30.1.250,172.30.1.1,QUIC,604
Facebook,247,0.313904,172.30.1.250,172.30.1.1,QUIC,604
Facebook,248,0.314577,172.30.1.1,172.30.1.250,QUIC,124
Facebook,249,0.314872,172.30.1.1,172.30.1.250,QUIC,124
Facebook,250,0.319906,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,251,0.320007,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,252,0.320140,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,253,0.321708,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,254,0.321849,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,255,0.321907,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,256,0.321946,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,257,0.321985,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,258,0.322332,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,259,0.322385,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,260,0.322425,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,261,0.322463,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,262,0.322508,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,263,0.322547,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,264,0.322588,172.30.1.1,172.30.1.250,QUIC,1308
Facebook,265,0.322633,172.30.1.1,172.30.1.250,QUIC,476
Facebook,266,0.325260,172.30.1.250,172.30.1.1,QUIC,572
Facebook,267,0.325391,172.30.1.250,172.30.1.1,QUIC,572
Facebook,268,0.326933,172.30.1.1,172.30.1.250,QUIC,124
Facebook,269,0.326988,172.30.1.1,172.30.1.250,QUIC,124
Facebook,270,0.335536,172.30.1.250,172.30.1.1,QUIC,124
Facebook,271,0.337092,172.30.1.1,172.30.1.250,TCP,88
Facebook,272,0.337107,172.30.1.1,172.30.1.250,TCP,88
Facebook,273,0.338526,172.30.1.250,172.30.1.1,TLSv1.3,144
Facebook,274,0.338668,172.30.1.1,172.30.1.250,TCP,88
Facebook,275,0.338720,172.30.1.250,172.30.1.1,TLSv1.3,224
Facebook,276,0.340624,172.30.1.1,172.30.1.250,TLSv1.3,140
Facebook,277,0.340649,172.30.1.250,172.30.1.1,TCP,88
Facebook,278,0.341456,172.30.1.1,172.30.1.250,TLSv1.3,140
Facebook,279,0.341481,172.30.1.250,172.30.1.1,TLSv1.3,532
Facebook,280,0.341536,172.30.1.250,172.30.1.1,TCP,88
Facebook,281,0.341560,172.30.1.1,172.30.1.250,TCP,88
Facebook,282,0.341604,172.30.1.250,172.30.1.1,QUIC,124
