App Name,No.,Time,Source,Destination,Protocol,Length
Call of Duty,1,0.000000,172.30.1.1,172.30.1.250,DNS,112
Call of Duty,2,0.232962,172.30.1.250,172.30.1.1,DNS,152
Call of Duty,3,0.237658,172.30.1.1,172.30.1.250,TCP,108
Call of Duty,4,0.277745,172.30.1.250,172.30.1.1,TCP,96
Call of Duty,5,0.277937,172.30.1.1,172.30.1.250,TCP,88
Call of Duty,6,0.338863,172.30.1.1,172.30.1.250,TLSv1.3,604
Call of Duty,7,0.339216,172.30.1.250,172.30.1.1,TCP,88
Call of Duty,8,0.373931,172.30.1.250,172.30.1.1,TLSv1.3,3336
Call of Duty,9,0.374334,172.30.1.1,172.30.1.250,TCP,88
Call of Duty,10,0.389911,172.30.1.1,172.30.1.250,TLSv1.3,152
Call of Duty,11,0.389987,172.30.1.250,172.30.1.1,TCP,88
Call of Duty,12,0.394445,172.30.1.1,172.30.1.250,TLSv1.3,4584
Call of Duty,13,0.394552,172.30.1.250,172.30.1.1,TCP,88
Call of Duty,14,0.394946,172.30.1.1,172.30.1.250,TCP,88
Call of Duty,15,0.394955,172.30.1.250,172.30.1.1,TCP,88
Call of Duty,16,0.416529,172.30.1.250,172.30.1.1,TLSv1.3,264
Call of Duty,17,0.416848,172.30.1.1,172.30.1.250,TCP,88
Call of Duty,18,0.416870,172.30.1.250,172.30.1.1,TCP,88
Call of Duty,19,1.296607,172.30.1.1,172.30.1.250,DNS,116
Call of Duty,20,1.323139,172.30.1.1,172.30.1.250,DNS,116
Call of Duty,21,1.405099,172.30.1.1,172.30.1.250,DNS,124
Call of Duty,22,1.422734,172.30.1.250,172.30.1.1,DNS,180
Call of Duty,23,1.423049,172.30.1.250,172.30.1.1,DNS,132
Call of Duty,24,1.424674,172.30.1.1,172.30.1.250,TCP,108
Call of Duty,25,1.427919,172.30.1.1,172.30.1.250,TCP,108
Call of Duty,26,1.433450,172.30.1.250,172.30.1.1,DNS,140
Call of Duty,27,1.434658,172.30.1.1,172.30.1.250,TCP,108
Call of Duty,28,1.451779,172.30.1.1,172.30.1.250,DNS,128
Call of Duty,29,1.490519,172.30.1.250,172.30.1.1,DNS,144
Call of Duty,30,1.494770,172.30.1.1,172.30.1.250,TCP,108
