timestamp,gnb_cu_cp_ue_e1ap,gnb_cu_ue_f1ap,ran_ue_id,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl
2026-03-20T13:38:10.618326,1,1,1,1,3,0.00,1.61,4.13,1416,15242
2026-03-20T13:38:10.618639,2,2,2,1,2,0.00,1.58,3.62,737,7865
2026-03-20T13:38:10.618888,3,3,3,1,2,0.00,3.02,3.62,658,5966
2026-03-20T13:38:10.619158,4,4,4,1,2,0.00,3.02,3.58,594,5186
2026-03-20T13:38:10.619506,5,5,5,1,2,0.00,3.14,3.30,529,4220
2026-03-20T13:38:10.621012,1,1,1,0,0,0.00,0.00,0.00,10,50
2026-03-20T13:38:10.621283,2,2,2,0,0,0.00,0.00,0.00,10,50
2026-03-20T13:38:10.621543,3,3,3,0,0,0.00,0.00,0.00,5,55
2026-03-20T13:38:10.622193,4,4,4,0,0,0.00,0.00,0.00,5,50
2026-03-20T13:38:10.622589,5,5,5,0,0,0.00,0.02,0.51,10,469
2026-03-20T13:38:10.658678,1,1,1,0,0,0.00,0.00,0.00,5,55
2026-03-20T13:38:10.659253,2,2,2,0,0,0.00,0.00,0.00,5,55
2026-03-20T13:38:10.659586,3,3,3,0,0,0.00,0.00,0.00,5,50
2026-03-20T13:38:10.660040,4,4,4,0,0,0.00,0.00,0.00,5,50
2026-03-20T13:38:10.660523,5,5,5,0,0,0.00,0.00,0.00,5,55
2026-03-20T13:38:10.662187,1,1,1,0,0,0.00,0.00,0.00,5,50
2026-03-20T13:38:10.662465,2,2,2,0,0,0.00,0.00,0.00,5,50
2026-03-20T13:38:10.662839,3,3,3,0,0,0.00,0.00,0.00,5,55
2026-03-20T13:38:10.663468,4,4,4,0,0,0.00,0.00,0.00,5,55
2026-03-20T13:38:10.663855,5,5,5,0,0,0.00,0.00,0.00,5,50
2026-03-20T13:38:10.665355,1,1,1,0,0,0.00,0.00,0.00,5,50
2026-03-20T13:38:10.665769,2,2,2,0,0,0.00,0.00,0.00,5,50
2026-03-20T13:38:10.666182,3,3,3,0,0,0.00,0.00,0.00,5,50
2026-03-20T13:38:10.666470,4,4,4,0,0,0.00,0.00,0.00,5,50
