timestamp,gnb_cu_cp_ue_e1ap,gnb_cu_ue_f1ap,ran_ue_id,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl
2025-11-12T16:23:19.358469,1,1,1,0,0,0.00,0.02,0.51,216,1007
2025-11-12T16:23:19.359536,1,1,1,0,0,0.00,0.00,0.00,25,265
2025-11-12T16:23:19.360940,1,1,1,0,0,0.00,0.00,0.00,30,315
2025-11-12T16:23:19.366163,1,1,1,0,0,0.00,0.00,0.00,30,285
2025-11-12T16:23:19.366849,1,1,1,0,0,0.00,0.00,0.00,30,315
2025-11-12T16:23:19.367498,1,1,1,0,0,0.00,0.02,0.47,40,399
2025-11-12T16:23:19.368213,1,1,1,0,0,0.00,0.00,0.00,30,305
2025-11-12T16:23:19.368858,1,1,1,0,0,0.00,0.00,0.00,30,295
2025-11-12T16:23:19.370196,1,1,1,0,0,0.00,0.00,0.00,30,295
2025-11-12T16:23:19.371602,1,1,1,0,0,0.00,0.00,0.00,25,270
2025-11-12T16:23:19.372638,1,1,1,0,0,0.00,0.00,0.00,20,225
2025-11-12T16:23:19.373948,1,1,1,0,0,0.00,0.00,0.00,15,140
2025-11-12T16:23:19.374323,2,2,2,0,0,0.00,0.02,0.47,213,1068
2025-11-12T16:23:19.444643,1,1,1,0,0,0.00,0.00,0.00,15,135
2025-11-12T16:23:19.445050,2,2,2,0,0,0.00,0.00,0.00,15,135
2025-11-12T16:23:19.445870,1,1,1,0,0,0.00,0.02,0.51,20,526
2025-11-12T16:23:19.446158,2,2,2,0,0,0.00,0.00,0.00,15,135
2025-11-12T16:23:19.447666,1,1,1,0,0,0.00,0.00,0.00,15,150
2025-11-12T16:23:19.448072,2,2,2,0,0,0.00,0.00,0.00,15,150
2025-11-12T16:23:19.448996,1,1,1,0,0,0.00,0.00,0.00,15,155
2025-11-12T16:23:19.449928,2,2,2,0,0,0.00,0.02,0.51,20,574
2025-11-12T16:23:19.450838,1,1,1,0,0,0.00,0.00,0.00,15,150
2025-11-12T16:23:19.451173,2,2,2,0,0,0.00,0.00,0.00,15,150
2025-11-12T16:23:19.452359,1,1,1,0,0,0.00,0.00,0.00,15,155
2025-11-12T16:23:19.452996,2,2,2,0,0,0.00,0.00,0.00,15,155
2025-11-12T16:23:19.453796,1,1,1,0,0,0.00,0.00,0.00,15,155
2025-11-12T16:23:19.454743,2,2,2,0,0,0.00,0.00,0.00,15,155
2025-11-12T16:23:19.455522,1,1,1,0,0,0.00,0.00,0.00,10,115
2025-11-12T16:23:19.455900,2,2,2,0,0,0.00,0.00,0.00,10,115
2025-11-12T16:23:19.456534,1,1,1,0,0,0.00,0.00,0.00,15,130
2025-11-12T16:23:19.456826,2,2,2,0,0,0.00,0.00,0.00,15,130
2025-11-12T16:23:19.465617,1,1,1,0,0,0.00,0.00,0.00,10,85
2025-11-12T16:23:19.466035,2,2,2,0,0,0.00,0.00,0.00,10,85
2025-11-12T16:23:19.467888,1,1,1,0,0,0.00,0.00,0.00,5,85
2025-11-12T16:23:19.468260,2,2,2,0,0,0.00,0.00,0.00,5,80
2025-11-12T16:23:19.468613,3,3,3,0,0,0.00,0.02,0.47,208,1046
2025-11-12T16:23:19.469637,1,1,1,0,0,0.00,0.00,0.00,10,80
2025-11-12T16:23:19.470516,2,2,2,0,0,0.00,0.02,0.51,15,515
2025-11-12T16:23:19.470917,3,3,3,0,0,0.00,0.00,0.00,5,85
2025-11-12T16:23:19.471936,1,1,1,0,0,0.00,0.00,0.00,10,90
2025-11-12T16:23:19.472294,2,2,2,0,0,0.00,0.00,0.00,10,90
2025-11-12T16:23:19.473110,3,3,3,0,0,0.00,0.00,0.00,10,85
2025-11-12T16:23:19.545266,1,1,1,0,0,0.00,0.00,0.00,5,85
2025-11-12T16:23:19.545595,2,2,2,0,0,0.00,0.00,0.00,5,85
2025-11-12T16:23:19.546598,3,3,3,0,0,0.00,0.00,0.00,10,85
2025-11-12T16:23:19.548130,1,1,1,0,0,0.00,0.00,0.00,10,90
