timestamp,UE ID type,gnb_cu_cp_ue_e1ap,gnb_cu_ue_f1ap,ran_ue_id,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl
2025-11-05T16:34:08.037667,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.038107,gNB-DU,,1,1,,,0.00,0.05,1.02,506,4214
2025-11-05T16:34:08.038369,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.038720,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-11-05T16:34:08.038916,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.039240,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-11-05T16:34:08.039505,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.039844,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-05T16:34:08.040051,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.040351,gNB-DU,,1,1,,,0.00,0.02,0.51,40,790
2025-11-05T16:34:08.040609,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.040973,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-05T16:34:08.041249,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.041635,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-05T16:34:08.041843,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.042091,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-05T16:34:08.042291,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.042542,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-11-05T16:34:08.042790,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.043091,gNB-DU,,1,1,,,0.00,0.00,0.00,30,335
2025-11-05T16:34:08.043271,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.043550,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-11-05T16:34:08.050072,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.050545,gNB-DU,,1,1,,,0.00,0.00,0.00,35,360
2025-11-05T16:34:08.050918,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.051240,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-05T16:34:08.051499,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-05T16:34:08.051865,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
