timestamp,UE ID type,gnb_cu_cp_ue_e1ap,gnb_cu_ue_f1ap,ran_ue_id,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl
2025-10-28T12:19:00.723992,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.724492,gNB-DU,,1,1,,,0.00,0.05,1.02,496,4285
2025-10-28T12:19:00.724727,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.725124,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-10-28T12:19:00.725354,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.725677,gNB-DU,,1,1,,,0.00,0.00,0.00,35,355
2025-10-28T12:19:00.725949,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.726353,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.726667,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.727087,gNB-DU,,1,1,,,0.00,0.00,0.00,35,355
2025-10-28T12:19:00.727319,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.727657,gNB-DU,,1,1,,,0.00,0.02,0.51,40,845
2025-10-28T12:19:00.727931,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.788699,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.789263,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.789840,gNB-DU,,1,1,,,0.00,0.00,0.00,35,355
2025-10-28T12:19:00.790354,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.790770,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-10-28T12:19:00.791311,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.792330,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.792817,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.793566,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-10-28T12:19:00.793979,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.794356,gNB-DU,,1,1,,,0.00,0.00,0.00,35,360
2025-10-28T12:19:00.794971,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.795483,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-10-28T12:19:00.803808,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.804613,gNB-DU,,1,1,,,0.00,0.00,0.00,35,360
2025-10-28T12:19:00.804883,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.805258,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.805695,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.806326,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.806744,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.807179,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-28T12:19:00.807543,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.807954,gNB-DU,,1,1,,,0.00,0.00,0.00,30,345
2025-10-28T12:19:00.808369,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.808757,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-28T12:19:00.809111,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.809657,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-10-28T12:19:00.810069,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.810484,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-28T12:19:00.810738,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.811363,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-28T12:19:00.811655,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.812199,gNB-DU,,1,1,,,0.00,0.02,0.51,40,755
2025-10-28T12:19:00.812402,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.812744,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-10-28T12:19:00.813089,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.813462,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-10-28T12:19:00.813914,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.814367,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.814798,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.815209,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.815668,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.816036,gNB-DU,,1,1,,,0.00,0.00,0.00,30,330
2025-10-28T12:19:00.816291,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.816810,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.817116,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.817491,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-10-28T12:19:00.817799,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.818337,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-10-28T12:19:00.818750,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.888292,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-10-28T12:19:00.888760,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.889433,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-28T12:19:00.889716,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.890295,gNB-DU,,1,1,,,0.00,0.00,0.00,30,335
2025-10-28T12:19:00.890614,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.890997,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.891251,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.891577,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-28T12:19:00.892153,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.892595,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-28T12:19:00.892813,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.893256,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-10-28T12:19:00.893545,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.893908,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.903952,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.904453,gNB-DU,,1,1,,,0.00,0.00,0.00,30,335
2025-10-28T12:19:00.904728,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.905125,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-10-28T12:19:00.905416,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.905796,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.906076,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.906496,gNB-DU,,1,1,,,0.00,0.00,0.00,30,320
2025-10-28T12:19:00.906779,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.907186,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-28T12:19:00.907535,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.907948,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-10-28T12:19:00.908185,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.908584,gNB-DU,,1,1,,,0.00,0.00,0.00,30,335
2025-10-28T12:19:00.908882,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.909192,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-28T12:19:00.909387,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.909732,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-28T12:19:00.909966,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.910320,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-10-28T12:19:00.910547,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.910908,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-28T12:19:00.911213,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.911578,gNB-DU,,1,1,,,0.00,0.00,0.00,30,335
2025-10-28T12:19:00.911782,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.912104,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-10-28T12:19:00.912346,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.912711,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-10-28T12:19:00.912970,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.913281,gNB-DU,,1,1,,,0.00,0.00,0.00,25,290
2025-10-28T12:19:00.913473,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.913829,gNB-DU,,1,1,,,0.00,0.00,0.00,30,275
2025-10-28T12:19:00.914093,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.914483,gNB-DU,,1,1,,,0.00,0.00,0.00,20,200
2025-10-28T12:19:00.914720,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-28T12:19:00.914905,gNB-CU-UP,2,,2,0,0,,,,,
2025-10-28T12:19:00.915316,gNB-DU,,1,1,,,0.00,0.00,0.00,15,135
