timestamp,UE ID type,gnb_cu_cp_ue_e1ap,gnb_cu_ue_f1ap,ran_ue_id,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl
2025-11-12T16:23:19.357422,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.358469,gNB-DU,,1,1,,,0.00,0.02,0.51,216,1007
2025-11-12T16:23:19.358847,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.359536,gNB-DU,,1,1,,,0.00,0.00,0.00,25,265
2025-11-12T16:23:19.360210,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.360940,gNB-DU,,1,1,,,0.00,0.00,0.00,30,315
2025-11-12T16:23:19.365764,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.366163,gNB-DU,,1,1,,,0.00,0.00,0.00,30,285
2025-11-12T16:23:19.366454,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.366849,gNB-DU,,1,1,,,0.00,0.00,0.00,30,315
2025-11-12T16:23:19.367156,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.367498,gNB-DU,,1,1,,,0.00,0.02,0.47,40,399
2025-11-12T16:23:19.367853,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.368213,gNB-DU,,1,1,,,0.00,0.00,0.00,30,305
2025-11-12T16:23:19.368444,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.368858,gNB-DU,,1,1,,,0.00,0.00,0.00,30,295
2025-11-12T16:23:19.369084,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.370196,gNB-DU,,1,1,,,0.00,0.00,0.00,30,295
2025-11-12T16:23:19.371135,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.371602,gNB-DU,,1,1,,,0.00,0.00,0.00,25,270
2025-11-12T16:23:19.371851,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.372638,gNB-DU,,1,1,,,0.00,0.00,0.00,20,225
2025-11-12T16:23:19.373126,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.373555,gNB-CU-UP,2,,2,0,0,,,,,
2025-11-12T16:23:19.373948,gNB-DU,,1,1,,,0.00,0.00,0.00,15,140
2025-11-12T16:23:19.374323,gNB-DU,,2,2,,,0.00,0.02,0.47,213,1068
2025-11-12T16:23:19.374543,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.443969,gNB-CU-UP,2,,2,0,0,,,,,
2025-11-12T16:23:19.444643,gNB-DU,,1,1,,,0.00,0.00,0.00,15,135
2025-11-12T16:23:19.445050,gNB-DU,,2,2,,,0.00,0.00,0.00,15,135
2025-11-12T16:23:19.445288,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.445494,gNB-CU-UP,2,,2,0,0,,,,,
2025-11-12T16:23:19.445870,gNB-DU,,1,1,,,0.00,0.02,0.51,20,526
2025-11-12T16:23:19.446158,gNB-DU,,2,2,,,0.00,0.00,0.00,15,135
2025-11-12T16:23:19.446750,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.447261,gNB-CU-UP,2,,2,0,0,,,,,
2025-11-12T16:23:19.447666,gNB-DU,,1,1,,,0.00,0.00,0.00,15,150
2025-11-12T16:23:19.448072,gNB-DU,,2,2,,,0.00,0.00,0.00,15,150
2025-11-12T16:23:19.448290,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.448536,gNB-CU-UP,2,,2,0,0,,,,,
2025-11-12T16:23:19.448996,gNB-DU,,1,1,,,0.00,0.00,0.00,15,155
2025-11-12T16:23:19.449928,gNB-DU,,2,2,,,0.00,0.02,0.51,20,574
2025-11-12T16:23:19.450241,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-12T16:23:19.450481,gNB-CU-UP,2,,2,0,0,,,,,
2025-11-12T16:23:19.450838,gNB-DU,,1,1,,,0.00,0.00,0.00,15,150
