timestamp,UE ID type,gnb_cu_cp_ue_e1ap,gnb_cu_ue_f1ap,ran_ue_id,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl
2025-11-06T12:42:41.575869,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.576375,gNB-DU,,1,1,,,0.00,0.05,0.98,496,3881
2025-11-06T12:42:41.576958,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.577452,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-06T12:42:41.577657,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.577953,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-11-06T12:42:41.578192,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.578534,gNB-DU,,1,1,,,0.00,0.00,0.00,30,305
2025-11-06T12:42:41.578809,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.579107,gNB-DU,,1,1,,,0.00,0.02,0.51,35,732
2025-11-06T12:42:41.579289,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.579556,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-11-06T12:42:41.579760,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.580046,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-11-06T12:42:41.580242,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.580490,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-06T12:42:41.580644,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.580949,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-11-06T12:42:41.581145,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.581415,gNB-DU,,1,1,,,0.00,0.00,0.00,30,340
2025-11-06T12:42:41.581602,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.581864,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-11-06T12:42:41.582075,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.582331,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-06T12:42:41.582515,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.582797,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-06T12:42:41.583014,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.583334,gNB-DU,,1,1,,,0.00,0.00,0.00,30,340
2025-11-06T12:42:41.583563,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.583970,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-06T12:42:41.584186,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.584524,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-11-06T12:42:41.584749,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.585057,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-06T12:42:41.585255,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.585576,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-06T12:42:41.585796,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.586111,gNB-DU,,1,1,,,0.00,0.00,0.00,30,335
2025-11-06T12:42:41.586299,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.586562,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-06T12:42:41.586794,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.587070,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-06T12:42:41.587252,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.587544,gNB-DU,,1,1,,,0.00,0.02,0.51,40,772
2025-11-06T12:42:41.587741,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.588001,gNB-DU,,1,1,,,0.00,0.00,0.00,30,345
2025-11-06T12:42:41.588198,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.588474,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-06T12:42:41.588688,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.589050,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-11-06T12:42:41.589275,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.589579,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-06T12:42:41.589805,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.590106,gNB-DU,,1,1,,,0.00,0.00,0.00,30,335
2025-11-06T12:42:41.590299,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.590593,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-06T12:42:41.590806,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.591053,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-06T12:42:41.591241,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.591545,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-06T12:42:41.591749,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.592008,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-06T12:42:41.592203,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.592477,gNB-DU,,1,1,,,0.00,0.00,0.00,30,335
2025-11-06T12:42:41.592691,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.593003,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-06T12:42:41.593202,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.593486,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-06T12:42:41.661846,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.662238,gNB-DU,,1,1,,,0.00,0.00,0.00,30,340
2025-11-06T12:42:41.662432,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.673324,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-06T12:42:41.673647,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.673970,gNB-DU,,1,1,,,0.00,0.00,0.00,35,325
2025-11-06T12:42:41.674180,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.674447,gNB-DU,,1,1,,,0.00,0.00,0.00,30,330
2025-11-06T12:42:41.674631,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.674890,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-06T12:42:41.675067,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.675310,gNB-DU,,1,1,,,0.00,0.00,0.00,35,325
2025-11-06T12:42:41.675486,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.675774,gNB-DU,,1,1,,,0.00,0.00,0.00,30,340
2025-11-06T12:42:41.675936,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.676360,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-11-06T12:42:41.676575,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.676881,gNB-DU,,1,1,,,0.00,0.00,0.00,30,325
2025-11-06T12:42:41.677102,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.677354,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-06T12:42:41.677513,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.677899,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-06T12:42:41.678095,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.678359,gNB-DU,,1,1,,,0.00,0.00,0.00,30,325
2025-11-06T12:42:41.678526,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-06T12:42:41.678801,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-06T12:42:41.678962,gNB-CU-UP,1,,1,0,0,,,,,
