timestamp,UE ID type,gnb_cu_cp_ue_e1ap,gnb_cu_ue_f1ap,ran_ue_id,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl
2025-11-19T13:08:15.028178,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.028605,gNB-DU,,1,1,,,0.00,0.05,1.02,486,4120
2025-11-19T13:08:15.028899,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.029283,gNB-DU,,1,1,,,0.00,0.00,0.00,30,315
2025-11-19T13:08:15.029513,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.029865,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-11-19T13:08:15.030089,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.030425,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-19T13:08:15.030695,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.031003,gNB-DU,,1,1,,,0.00,0.02,0.51,35,786
2025-11-19T13:08:15.031265,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.031575,gNB-DU,,1,1,,,0.00,0.00,0.00,25,260
2025-11-19T13:08:15.031815,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.032126,gNB-DU,,1,1,,,0.00,0.00,0.00,30,295
2025-11-19T13:08:15.032391,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.032752,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-11-19T13:08:15.032958,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.033254,gNB-DU,,1,1,,,0.00,0.00,0.00,30,310
2025-11-19T13:08:15.033453,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.033712,gNB-DU,,1,1,,,0.00,0.00,0.00,30,320
2025-11-19T13:08:15.033941,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.034177,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-19T13:08:15.034327,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.034642,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-11-19T13:08:15.034859,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.035136,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-19T13:08:15.035376,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.035688,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-19T13:08:15.035892,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.036191,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-19T13:08:15.036365,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.036625,gNB-DU,,1,1,,,0.00,0.00,0.00,30,340
2025-11-19T13:08:15.036800,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.037023,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-19T13:08:15.037174,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.037407,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-19T13:08:15.037573,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.037821,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-19T13:08:15.037989,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.038321,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-19T13:08:15.098191,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.098688,gNB-DU,,1,1,,,0.00,0.02,0.51,40,754
2025-11-19T13:08:15.098943,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.099210,gNB-DU,,1,1,,,0.00,0.00,0.00,30,325
2025-11-19T13:08:15.099384,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.099649,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-11-19T13:08:15.099854,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.100152,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-19T13:08:15.100331,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.100597,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-19T13:08:15.100827,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.101064,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-19T13:08:15.101245,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.101508,gNB-DU,,1,1,,,0.00,0.00,0.00,30,350
2025-11-19T13:08:15.101679,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.101942,gNB-DU,,1,1,,,0.00,0.00,0.00,35,325
2025-11-19T13:08:15.102132,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.102405,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-11-19T13:08:15.102611,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.102936,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-19T13:08:15.103130,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.103415,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-19T13:08:15.103613,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.103930,gNB-DU,,1,1,,,0.00,0.00,0.00,30,330
2025-11-19T13:08:15.104097,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.104329,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-19T13:08:15.104522,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.104813,gNB-DU,,1,1,,,0.00,0.00,0.00,30,330
2025-11-19T13:08:15.105036,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.105261,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-19T13:08:15.105430,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.105676,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-11-19T13:08:15.105852,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.106111,gNB-DU,,1,1,,,0.00,0.00,0.00,30,330
2025-11-19T13:08:15.106282,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.106538,gNB-DU,,1,1,,,0.00,0.00,0.00,35,325
2025-11-19T13:08:15.106724,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.106971,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-19T13:08:15.107145,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.107371,gNB-DU,,1,1,,,0.00,0.00,0.00,25,290
2025-11-19T13:08:15.127887,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.128185,gNB-DU,,1,1,,,0.00,0.00,0.00,30,295
2025-11-19T13:08:15.128363,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.128660,gNB-DU,,1,1,,,0.00,0.00,0.00,35,315
2025-11-19T13:08:15.128862,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.129155,gNB-DU,,1,1,,,0.00,0.00,0.00,25,285
2025-11-19T13:08:15.129325,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.129603,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-19T13:08:15.129924,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-19T13:08:15.130379,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
