timestamp,UE ID type,gnb_cu_cp_ue_e1ap,gnb_cu_ue_f1ap,ran_ue_id,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl
2025-10-30T14:27:10.127032,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.127384,gNB-DU,,1,1,,,0.00,0.02,0.51,217,1116
2025-10-30T14:27:10.127639,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.128021,gNB-DU,,1,1,,,0.00,0.00,0.00,25,280
2025-10-30T14:27:10.128451,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.128880,gNB-DU,,1,1,,,0.00,0.00,0.00,35,310
2025-10-30T14:27:10.129135,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.129653,gNB-DU,,1,1,,,0.00,0.00,0.00,30,340
2025-10-30T14:27:10.129860,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.130128,gNB-DU,,1,1,,,0.00,0.00,0.00,35,330
2025-10-30T14:27:10.130292,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.130547,gNB-DU,,1,1,,,0.00,0.02,0.51,40,770
2025-10-30T14:27:10.130711,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.159370,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-30T14:27:10.159902,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.160262,gNB-DU,,1,1,,,0.00,0.00,0.00,30,330
2025-10-30T14:27:10.160511,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.161267,gNB-DU,,1,1,,,0.00,0.00,0.00,30,310
2025-10-30T14:27:10.161698,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.162082,gNB-DU,,1,1,,,0.00,0.00,0.00,30,295
2025-10-30T14:27:10.162752,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.163115,gNB-DU,,1,1,,,0.00,0.00,0.00,25,240
2025-10-30T14:27:10.163350,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.163838,gNB-CU-UP,2,,2,0,0,,,,,
2025-10-30T14:27:10.164336,gNB-DU,,1,1,,,0.00,0.00,0.00,15,150
2025-10-30T14:27:10.164670,gNB-DU,,2,2,,,0.00,0.02,0.51,217,1070
2025-10-30T14:27:10.164868,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.165067,gNB-CU-UP,2,,2,0,0,,,,,
2025-10-30T14:27:10.165728,gNB-DU,,1,1,,,0.00,0.00,0.00,15,150
2025-10-30T14:27:10.166489,gNB-DU,,2,2,,,0.00,0.00,0.00,15,150
2025-10-30T14:27:10.166724,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-30T14:27:10.167248,gNB-CU-UP,2,,2,0,0,,,,,
2025-10-30T14:27:10.167889,gNB-DU,,1,1,,,0.00,0.00,0.00,15,140
2025-10-30T14:27:10.168217,gNB-DU,,2,2,,,0.00,0.00,0.00,10,140
