timestamp,UE ID type,gnb_cu_cp_ue_e1ap,gnb_cu_ue_f1ap,ran_ue_id,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl
2025-10-29T10:12:50.948605,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.948941,gNB-DU,,1,1,,,0.00,0.05,1.02,501,4213
2025-10-29T10:12:50.949198,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.949514,gNB-DU,,1,1,,,0.00,0.00,0.00,30,345
2025-10-29T10:12:50.949806,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.950177,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-29T10:12:50.950439,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.950779,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-10-29T10:12:50.951096,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.951547,gNB-DU,,1,1,,,0.00,0.02,0.51,40,746
2025-10-29T10:12:50.951790,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.952126,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-29T10:12:50.952366,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.952652,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-29T10:12:50.952930,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.953429,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-29T10:12:50.953792,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.954157,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-10-29T10:12:50.963061,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.963766,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-29T10:12:50.964036,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.964432,gNB-DU,,1,1,,,0.00,0.00,0.00,30,345
2025-10-29T10:12:50.964700,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.965142,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-10-29T10:12:50.965408,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.965756,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-10-29T10:12:50.966010,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.966356,gNB-DU,,1,1,,,0.00,0.00,0.00,35,350
2025-10-29T10:12:50.966570,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.966923,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-29T10:12:50.967162,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.967562,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-10-29T10:12:50.967803,gNB-CU-UP,1,,1,0,0,,,,,
2025-10-29T10:12:50.968197,gNB-DU,,1,1,,,0.00,0.00,0.00,35,355
