timestamp,UE ID type,gnb_cu_cp_ue_e1ap,gnb_cu_ue_f1ap,ran_ue_id,DRB.PdcpSduVolumeDL,DRB.PdcpSduVolumeUL,DRB.RlcSduDelayDl,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbTotDl,RRU.PrbTotUl
2025-11-07T14:24:15.169316,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.169788,gNB-DU,,1,1,,,0.00,0.05,1.02,501,4299
2025-11-07T14:24:15.170060,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.170433,gNB-DU,,1,1,,,0.00,0.00,0.00,35,325
2025-11-07T14:24:15.170725,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.171094,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-07T14:24:15.171332,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.171693,gNB-DU,,1,1,,,0.00,0.00,0.00,30,345
2025-11-07T14:24:15.171910,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.172225,gNB-DU,,1,1,,,0.00,0.00,0.00,35,325
2025-11-07T14:24:15.172483,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.172839,gNB-DU,,1,1,,,0.00,0.02,0.51,40,783
2025-11-07T14:24:15.173025,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.173345,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-07T14:24:15.173541,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.173977,gNB-DU,,1,1,,,0.00,0.00,0.00,30,335
2025-11-07T14:24:15.174216,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.174525,gNB-DU,,1,1,,,0.00,0.00,0.00,35,340
2025-11-07T14:24:15.174743,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.175080,gNB-DU,,1,1,,,0.00,0.00,0.00,30,325
2025-11-07T14:24:15.175313,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.175599,gNB-DU,,1,1,,,0.00,0.00,0.00,35,345
2025-11-07T14:24:15.175878,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.176282,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-07T14:24:15.176558,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.176918,gNB-DU,,1,1,,,0.00,0.00,0.00,35,335
2025-11-07T14:24:15.177153,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.177509,gNB-DU,,1,1,,,0.00,0.00,0.00,30,305
2025-11-07T14:24:15.177787,gNB-CU-UP,1,,1,0,0,,,,,
2025-11-07T14:24:15.178140,gNB-DU,,1,1,,,0.00,0.00,0.00,30,300
